chrom,chromStart,chromEnd,score,strand,position,543_A03,543_A06,543_A07,543_A08,543_A09,543_A10,name
5,112043218,112051904,500,-,4734,44,62,96,47,48,45,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4735,43,62,94,47,44,45,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4736,41,62,93,47,44,43,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4737,41,61,91,47,42,43,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4738,41,58,90,47,42,43,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4739,40,58,87,46,41,43,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4740,40,56,85,43,41,43,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4741,39,55,84,41,39,43,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4742,39,52,82,41,39,43,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4743,39,52,82,41,39,39,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4744,37,52,81,36,37,39,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4745,37,52,79,36,37,39,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4746,36,51,78,34,32,39,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4747,36,48,78,34,32,39,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4748,35,47,76,34,32,40,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4749,34,47,71,34,32,40,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4750,35,47,72,35,32,39,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4751,35,47,73,35,32,40,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4752,35,46,77,35,33,42,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4753,38,43,77,36,34,44,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4754,35,43,77,35,34,44,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4755,35,42,77,35,35,46,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4756,35,42,71,31,39,43,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4757,35,42,75,31,39,43,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4758,35,43,74,29,41,43,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4759,38,43,76,29,40,41,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4760,40,43,78,29,39,42,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4761,40,42,78,29,39,42,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4762,39,40,77,29,39,43,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4763,40,39,74,30,41,45,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4764,42,39,75,29,39,45,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4765,42,38,75,29,39,45,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4766,41,36,77,33,38,47,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4767,41,36,77,31,38,46,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4768,41,35,77,31,38,46,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4769,42,36,79,30,36,47,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4770,43,36,82,30,36,47,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4771,44,36,82,31,36,48,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4772,44,36,87,31,37,48,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4773,45,37,89,31,37,49,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4774,48,40,92,31,38,48,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4775,47,40,92,38,40,49,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4776,47,40,94,37,40,46,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4777,47,42,96,38,40,44,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4778,48,42,98,38,41,44,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4779,48,43,99,38,42,44,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4780,48,44,102,39,42,44,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4781,48,44,102,39,43,44,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4782,48,43,99,40,44,42,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4783,48,44,101,39,44,41,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4784,48,42,103,39,50,41,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4785,51,43,107,37,51,41,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4786,51,45,107,37,51,41,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4787,51,44,107,37,53,41,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4788,51,44,108,38,53,41,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4789,52,42,108,38,55,41,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4790,52,42,108,39,56,41,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4791,52,44,109,40,52,43,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4792,50,46,109,40,52,44,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4793,50,45,110,40,53,45,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4794,50,45,116,38,56,46,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4795,51,46,118,39,57,47,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4796,51,47,119,40,57,49,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4797,55,48,129,41,58,50,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4798,55,47,132,41,58,53,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4799,56,47,134,42,58,53,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4800,55,46,136,40,58,53,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4801,60,46,143,42,57,51,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4802,61,49,144,42,55,54,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4803,62,49,147,41,55,54,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4804,62,49,144,41,55,57,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4805,64,51,145,40,57,60,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4806,62,53,145,42,57,60,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4807,61,53,149,46,58,58,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4808,61,52,154,46,59,58,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4809,61,53,157,49,59,56,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4810,62,54,157,48,58,56,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4811,62,54,158,48,58,56,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4812,63,54,158,50,60,57,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4813,62,54,159,51,61,57,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4814,62,53,160,51,61,59,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4815,64,53,161,53,61,59,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4816,64,54,158,53,61,59,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4817,64,55,159,53,62,59,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4818,64,55,161,54,63,60,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4819,66,55,166,56,63,57,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4820,66,53,167,56,65,56,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4821,66,53,168,56,65,57,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4822,69,53,169,56,65,57,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4823,68,53,169,59,63,57,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4824,66,54,170,59,62,58,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4825,66,54,170,59,68,59,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4826,64,56,168,59,71,59,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4827,63,56,168,59,71,59,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4828,64,58,168,60,73,58,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4829,64,58,170,59,72,59,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4830,66,61,171,60,71,59,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4831,66,62,174,62,71,58,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4832,66,64,174,62,74,58,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4833,66,65,173,65,75,60,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4834,71,64,173,66,75,61,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4835,74,64,178,66,77,61,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4836,74,64,178,66,78,62,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4837,74,66,178,67,79,62,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4838,74,66,182,71,80,64,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4839,74,66,183,72,81,65,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4840,77,66,183,72,83,65,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4841,79,67,183,72,84,65,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4842,80,67,184,77,86,65,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4843,80,69,185,77,86,65,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4844,81,70,185,79,86,68,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4845,83,70,186,79,87,70,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4846,82,71,188,79,89,70,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4847,84,71,190,81,89,70,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4848,85,71,192,81,89,70,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4849,86,72,193,81,89,69,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4850,86,72,193,81,91,69,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4851,85,73,192,82,91,70,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4852,89,71,189,83,91,70,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4853,88,70,185,83,90,68,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4854,85,70,184,83,89,66,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4855,86,70,183,83,93,69,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4856,86,72,184,83,91,67,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4857,88,72,184,86,87,67,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4858,90,72,179,86,87,67,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4859,90,71,181,85,85,67,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4860,88,71,177,85,84,67,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4861,87,71,177,86,85,67,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4862,88,71,177,87,86,67,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4863,89,71,178,88,86,67,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4864,88,71,178,86,85,65,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4865,89,72,176,87,85,65,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4866,89,72,176,86,85,65,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4867,89,71,174,82,88,63,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4868,88,71,174,85,88,61,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4869,88,71,174,83,89,61,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4870,87,70,171,83,90,62,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4871,86,70,169,83,92,64,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4872,84,71,171,82,92,64,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4873,84,71,167,82,91,64,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4874,84,68,165,82,92,66,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4875,81,65,162,85,93,66,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4876,81,66,162,78,91,67,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4877,82,66,160,78,91,67,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4878,82,64,158,77,90,66,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4879,81,64,153,77,90,66,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4880,81,63,152,77,89,66,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4881,83,62,149,76,89,66,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4882,83,63,149,76,88,66,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4883,83,63,149,75,86,66,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4884,84,62,147,74,90,67,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4885,86,62,145,74,85,67,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4886,83,61,141,74,84,66,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4887,82,61,141,75,84,67,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4888,83,60,140,76,81,67,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4889,84,60,141,75,81,67,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4890,83,60,143,75,81,67,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4891,82,59,142,75,80,68,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4892,82,58,141,74,80,65,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4893,82,56,142,74,81,64,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4894,83,55,141,75,80,63,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4895,83,56,135,75,79,62,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4896,82,55,134,74,78,61,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4897,82,55,133,73,78,59,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4898,78,54,123,72,77,59,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4899,78,54,122,72,77,57,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4900,77,54,120,71,78,57,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4901,77,54,117,71,78,59,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4902,72,52,112,69,78,59,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4903,71,50,109,69,76,56,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4904,70,49,108,71,76,58,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4905,71,49,108,71,76,55,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4906,69,47,107,69,74,52,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4907,69,45,105,67,74,52,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4908,69,45,101,63,73,52,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4909,69,45,96,63,72,52,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4910,69,45,95,60,71,52,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4911,68,45,95,60,71,51,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4912,69,44,91,59,71,54,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4913,68,45,90,58,69,53,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4914,68,44,89,57,68,53,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4915,68,44,87,58,68,51,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4916,66,44,86,56,69,51,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4917,68,43,86,56,69,51,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4918,68,42,85,54,68,52,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4919,68,43,83,53,66,51,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4920,66,42,80,51,66,51,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4921,66,42,79,51,64,51,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4922,66,42,78,51,64,50,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4923,63,42,83,51,64,50,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4924,63,42,83,48,64,49,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4925,64,42,83,48,67,48,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4926,63,42,82,48,61,47,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4927,65,40,81,48,58,47,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4928,65,41,81,48,60,47,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4929,64,40,84,47,58,47,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4930,63,40,81,47,60,48,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4931,62,37,80,46,59,47,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4932,62,37,75,44,59,47,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4933,62,35,75,44,57,47,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4934,62,34,75,41,56,45,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4935,57,34,76,41,56,44,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4936,54,33,71,42,54,44,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4937,54,33,71,42,53,43,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4938,54,32,74,41,52,43,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4939,54,32,70,37,53,41,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4940,54,32,69,36,52,41,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4941,51,32,69,36,50,41,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4942,49,31,69,36,50,41,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4943,48,33,68,31,48,41,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4944,50,31,67,31,48,41,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4945,49,30,68,30,48,38,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4946,47,30,67,30,50,36,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4947,49,29,68,30,48,38,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4948,47,29,66,29,48,39,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4949,47,29,64,29,48,39,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4950,46,29,63,29,48,39,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4951,46,29,63,29,46,40,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4952,46,28,63,28,47,39,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4953,42,28,62,27,49,38,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4954,42,28,62,27,49,38,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4955,42,29,63,27,49,38,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4956,40,29,63,27,45,35,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4957,41,27,62,27,45,35,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4958,40,28,63,24,45,34,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4959,38,28,63,25,45,34,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4960,37,28,60,25,45,34,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4961,37,28,60,25,45,34,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4962,37,28,57,24,44,33,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4963,36,28,57,23,43,33,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4964,35,26,57,24,43,34,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4965,35,26,57,25,42,34,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4966,33,30,57,26,43,34,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4967,33,31,57,26,43,35,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4968,34,31,57,26,40,35,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4969,33,31,56,24,40,35,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4970,34,31,56,25,41,35,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4971,34,31,58,25,41,35,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4972,34,31,57,25,42,34,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4973,34,29,55,25,43,33,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4974,34,29,56,25,43,34,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4975,33,30,58,25,42,31,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4976,33,30,58,22,40,31,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4977,32,29,60,22,40,29,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4978,31,29,59,22,41,29,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4979,31,29,63,23,41,29,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4980,32,29,63,23,40,31,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4981,33,30,63,23,42,31,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4982,32,30,63,23,42,31,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4983,32,29,63,23,42,32,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4984,32,30,63,23,42,32,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4985,31,30,63,23,39,31,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4986,29,31,63,24,38,31,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4987,29,31,63,24,38,32,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4988,31,31,63,25,39,31,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4989,30,31,64,24,39,31,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4990,30,31,63,24,39,31,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4991,30,31,61,24,38,31,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4992,30,31,61,23,38,30,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4993,30,30,65,23,38,31,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4994,30,29,64,23,36,31,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4995,29,29,66,24,36,31,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4996,29,28,66,25,35,31,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4997,29,28,65,27,35,31,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4998,29,28,65,27,35,31,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,4999,29,28,66,27,35,29,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,5000,29,29,65,29,36,29,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,5001,29,30,65,29,38,29,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,5002,28,30,64,30,42,28,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,5003,28,30,64,32,41,28,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,5004,28,30,65,32,42,32,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,5005,27,32,64,30,42,30,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,5006,27,33,64,31,42,30,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,5007,27,33,64,31,42,30,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,5008,28,33,65,31,43,32,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,5009,29,34,64,31,45,36,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,5010,29,34,64,32,45,37,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,5011,29,33,64,32,45,37,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,5012,29,32,65,32,45,39,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,5013,28,32,66,32,45,37,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,5014,30,32,72,31,45,39,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,5015,30,34,72,31,45,39,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,5016,30,34,72,33,47,39,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,5017,32,36,72,33,46,40,APC:ENST00000457016:ENSE00000972230
